id|creationDate|locationIP|browserUsed|content|length
824633726504|2012-01-21T01:01:26.623+0000|14.192.50.165|Chrome|no|2
824633726505|2012-01-21T00:21:02.602+0000|59.185.71.114|Firefox|cool|4
824633726506|2012-01-21T09:18:08.895+0000|1.4.40.92|Chrome|About Lower Canada,  when it and the adjacent Upper Canada were united int|74
824633726507|2012-01-21T09:20:05.506+0000|14.192.50.165|Chrome|no|2
824633726508|2012-01-20T19:29:10.849+0000|180.222.139.188|Internet Explorer|great|5
824633726509|2012-01-21T02:12:59.517+0000|180.222.139.188|Internet Explorer|fine|4
824633726510|2012-01-21T19:20:45.232+0000|197.220.203.36|Firefox|thanks|6
824633726511|2012-01-21T10:59:56.133+0000|85.159.30.82|Chrome|About Johnny Depp, the 2012 Guinness Book of World Records as the highest paid |79
824633726512|2012-01-21T17:41:34.783+0000|61.247.235.24|Firefox|About Andy Ram, acquet and is sponsored by Fila for his atAbout Puerto Rico,  clai|82
824633726513|2012-01-22T08:03:27.761+0000|46.18.61.189|Opera|no way!|7
824633726514|2012-01-22T04:47:22.559+0000|85.159.30.82|Chrome|yes|3
824633726515|2012-01-21T14:12:11.257+0000|1.2.2.77|Firefox|About Bangladesh,  dominant West Pakistan, popular agitation grew against West P|80
893353203253|2012-03-15T15:11:22.357+0000|31.24.100.159|Firefox|duh|3
893353203254|2012-03-15T13:25:37.561+0000|197.220.203.36|Firefox|About Andy Ram, and wins more matches. He uses a Wilson racquAbout Charlie Parker, aracte|89
893353203255|2012-03-15T13:20:49.840+0000|14.103.173.183|Internet Explorer|good|4
893353203256|2012-03-15T13:25:55.502+0000|61.16.136.118|Chrome|thanks|6
893353203257|2012-03-16T03:49:17.274+0000|14.192.50.165|Chrome|yes|3
893353203258|2012-03-16T01:21:52.409+0000|180.222.139.188|Internet Explorer|thx|3
893353203259|2012-03-15T13:29:21.336+0000|1.2.2.77|Firefox|no|2
893353203260|2012-03-15T22:36:07.319+0000|117.53.155.216|Chrome|no|2
893353203261|2012-03-15T14:22:25.517+0000|46.21.0.249|Internet Explorer|duh|3
893353203262|2012-03-16T12:01:41.018+0000|46.18.61.189|Opera|duh|3
893353203263|2012-03-16T02:03:21.263+0000|197.220.203.36|Firefox|no|2
893353203264|2012-03-15T14:14:42.532+0000|197.220.203.36|Firefox|I see|5
893353203265|2012-03-15T15:13:47.004+0000|31.192.109.124|Internet Explorer|About Andy Ram,  a Wilson racquet and is sponsored by FilAbout Austria, n language spoken in Austria and in the aAbout Ch|121
893353203266|2012-03-15T19:31:39.198+0000|59.185.71.114|Firefox|About Charlie Parker, n his career and the shortAbout Kurt Weill, of capita|75
893353203267|2012-03-15T20:04:30.963+0000|61.247.235.24|Firefox|About Richard Nixon, is undergraduate workAbout Kurt Weill, talism, which includ|80
893353203268|2012-03-15T18:16:00.612+0000|148.204.226.31|Chrome|About Charlie Parker, ltered chords, and chord subsAbout Cameroon, re the official l|84
893353203269|2012-03-15T21:01:15.279+0000|148.204.226.31|Chrome|thanks|6
893353203270|2012-03-16T08:03:54.925+0000|148.204.226.31|Chrome|About Bulgaria,  the east. With a territory of 110,994 sAbout Gibraltar, ralia|78
893353203284|2012-04-07T12:10:15.784+0000|117.53.155.216|Chrome|LOL|3
893353203285|2012-04-07T09:52:06.483+0000|61.247.235.24|Firefox|cool|4
893353203286|2012-04-07T09:08:08.934+0000|61.247.235.24|Firefox|About Andy Ram, l, and the first Israeli tennis player to winAbout Akkadian Empire,  imp|88
893353203287|2012-04-07T09:50:43.916+0000|101.96.12.162|Firefox|right|5
893353203288|2012-04-07T10:45:53.263+0000|180.222.139.188|Internet Explorer|I see|5
893353203289|2012-04-08T01:37:46.031+0000|61.247.235.24|Firefox|About Jay Leno, weeknights at 10:00 p.m. , also on NBC. AfteAbout Andy Ram, h 2008, mos|87
893353203290|2012-04-07T13:27:53.514+0000|59.185.71.114|Firefox|thanks|6
893353203291|2012-04-07T09:20:19.505+0000|193.136.95.244|Firefox|thx|3
893353203292|2012-04-07T16:20:52.749+0000|193.136.95.244|Firefox|About Anne, Queen of Great Britain, eland on 8 March 1702. On 1 May 1707, under|79
893353203293|2012-04-08T09:05:57.714+0000|148.204.226.31|Chrome|roflol|6
893353203294|2012-04-07T16:21:17.368+0000|61.247.235.24|Firefox|great|5
893353203295|2012-04-07T16:23:42.986+0000|59.185.71.114|Firefox|About Straits Settlements, e. The island of Labuan, off the coast of Borneo|75
893353203296|2012-04-08T08:04:51.293+0000|117.53.155.216|Chrome|no way!|7
893353203297|2012-04-07T19:44:13.592+0000|59.185.71.114|Firefox|LOL|3
893353203298|2012-04-07T09:30:09.018+0000|85.159.30.82|Chrome|I see|5
893353203299|2012-04-08T15:53:52.989+0000|1.2.2.77|Firefox|About Make the World Go Away, duo Donny and Marie Osmond (1975). The original versio|84
893353203300|2012-04-07T16:27:52.113+0000|197.220.203.36|Firefox|ok|2
893353203301|2012-04-07T18:20:14.060+0000|148.204.226.31|Chrome|maybe|5
893353203302|2012-04-08T18:25:55.876+0000|180.222.139.188|Internet Explorer|great|5
893353203303|2012-04-08T16:14:30.636+0000|61.247.235.24|Firefox|duh|3
1030792156932|2012-07-12T18:05:05.732+0000|196.1.99.249|Internet Explorer|About David Lynch, Lynch as the most important director of this era. Allmovie called him |89
1030792156933|2012-07-12T20:04:37.820+0000|192.100.158.95|Internet Explorer|LOL|3
1030792156934|2012-07-13T15:48:23.656+0000|14.103.173.183|Internet Explorer|fine|4
1030792156935|2012-07-13T00:16:20.568+0000|46.18.61.189|Opera|ok|2
962072680220|2012-05-09T07:46:44.693+0000|85.159.30.82|Chrome|About Tim Burton, alter Tim Burton (born August 25, 1958)About Andy Ram, He |76
962072680221|2012-05-09T07:45:48.018+0000|1.4.40.92|Chrome|thx|3
962072680222|2012-05-09T15:20:59.487+0000|197.220.203.36|Firefox|About Nicolas Sarkozy, ngthening of the entente cordiale with the United K|74
962072680223|2012-05-09T18:13:17.685+0000|197.220.203.36|Firefox|LOL|3
962072680224|2012-05-09T15:22:27.942+0000|61.247.235.24|Firefox|I see|5
962072680225|2012-05-09T09:55:26.189+0000|1.2.2.77|Firefox|About Busta Rhymes, f Allmusic called him one of the best and moAbout Andy Ram, ionshi|86
962072680226|2012-05-09T21:57:05.945+0000|31.209.179.5|Firefox|thanks|6
962072680227|2012-05-09T09:57:07.471+0000|31.209.179.5|Firefox|LOL|3
962072680228|2012-05-09T18:26:55.747+0000|1.2.2.77|Firefox|thanks|6
962072680229|2012-05-10T14:03:38.268+0000|27.4.90.237|Internet Explorer|maybe|5
824633726759|2012-02-27T09:54:33.863+0000|117.53.155.216|Chrome|thanks|6
824633726760|2012-02-27T12:44:12.411+0000|31.24.100.159|Firefox|great|5
824633726761|2012-02-27T13:31:59.525+0000|85.159.30.82|Chrome|LOL|3
824633726762|2012-02-27T08:45:52.851+0000|193.136.95.244|Firefox|no way!|7
824633726763|2012-02-27T02:35:51.651+0000|14.103.173.183|Internet Explorer|cool|4
824633726764|2012-02-27T14:18:12.000+0000|193.136.95.244|Firefox|About Charles Gounod, nod (17 June 1818 – 17 October or 18 October 1893) was a Fre|82
824633726765|2012-02-27T14:19:53.205+0000|31.24.100.159|Firefox|no|2
824633726766|2012-02-27T02:32:12.239+0000|1.2.2.77|Firefox|right|5
1030792156998|2012-07-23T07:18:52.704+0000|27.112.88.106|Internet Explorer|About Andy Ram, anking through July 2009, # 5, in July 2008. He reachAbout Oh Carolina, he lead single fr|105
1030792156999|2012-07-22T20:36:48.716+0000|103.1.6.79|Internet Explorer|About Slovakia, zechoslovakia. Slovakia is a high-income advanced economy with one of|85
1030792157000|2012-07-22T19:37:56.140+0000|27.4.90.237|Internet Explorer|LOL|3
1030792157001|2012-07-23T07:39:04.733+0000|180.222.139.188|Internet Explorer|I see|5
1030792157002|2012-07-23T07:38:55.922+0000|180.222.139.188|Internet Explorer|roflol|6
1030792157064|2012-07-30T12:19:39.383+0000|197.220.203.36|Firefox|roflol|6
1030792157065|2012-07-30T19:15:14.556+0000|196.1.99.249|Internet Explorer|thanks|6
1030792157066|2012-07-30T14:11:17.020+0000|1.2.2.77|Firefox|no|2
1030792157067|2012-07-30T08:21:25.067+0000|101.96.12.162|Firefox|LOL|3
1030792157068|2012-07-30T12:26:07.520+0000|101.96.12.162|Firefox|fine|4
1030792157069|2012-07-30T08:46:25.610+0000|1.4.40.92|Chrome|About William the Conqueror, and by 1075 his hold on England was mostAbout Andy|79
1030792157070|2012-07-30T08:36:33.816+0000|27.112.88.106|Internet Explorer|thx|3
1030792157071|2012-07-30T08:21:42.711+0000|148.204.226.31|Chrome|roflol|6
1030792157072|2012-07-30T16:05:01.790+0000|59.185.71.114|Firefox|right|5
1030792157073|2012-07-30T10:33:14.276+0000|1.2.2.77|Firefox|About Friedrich Engels, umes. Additionally, Engels organized Marx's noAbout Andy Ram, Jona|90
1030792157074|2012-07-30T11:10:03.932+0000|85.159.30.82|Chrome|right|5
1030792157075|2012-07-31T02:29:57.390+0000|46.21.0.249|Internet Explorer|no way!|7
1030792157076|2012-07-30T20:25:00.231+0000|61.16.136.118|Chrome|About Friedrich Engels, ) was a German-English industrAbout Andy Ram,  seniors Grand Sl|87
1030792157077|2012-07-30T12:33:45.395+0000|1.4.40.92|Chrome|About Friedrich Engels, mber 1820 – 5 August 1895) wAbout Andy Ram, or his attire|81
1030792157078|2012-07-31T01:49:00.254+0000|197.220.203.36|Firefox|About William the Conqueror, lliam became a contender for the throne oAbout Firs|80
1030792157079|2012-07-30T12:33:56.027+0000|196.1.99.249|Internet Explorer|roflol|6
1030792157080|2012-07-31T12:25:32.730+0000|117.53.155.216|Chrome|duh|3
1030792157081|2012-07-31T01:59:55.910+0000|101.50.94.220|Firefox|About Andy Ram, d is sponsored by Fila for his attire. He attained his higAbout 1 Thing, 2006 Grammy Awards. A rem|114
1030792157133|2012-08-04T16:50:54.286+0000|46.18.61.189|Opera|About Mel Blanc, mbered for his work with Warner Bros. during the Golden Age of American animation as the voice of Bugs Bunny, Daffy Duck, Porky Pig, Tweety Bi|159
1030792157134|2012-08-04T19:57:51.301+0000|59.185.71.114|Firefox|yes|3
1030792157135|2012-08-05T16:19:27.810+0000|117.53.155.216|Chrome|thanks|6
1030792157136|2012-08-05T10:06:27.483+0000|31.192.109.124|Internet Explorer|ok|2
1030792157137|2012-08-04T18:05:56.891+0000|193.136.95.244|Firefox|I see|5
1030792157138|2012-08-05T02:48:58.119+0000|14.103.173.183|Internet Explorer|no|2
1030792157139|2012-08-05T12:04:13.570+0000|101.96.12.162|Firefox|no way!|7
1030792157140|2012-08-05T09:25:37.847+0000|193.136.95.244|Firefox|roflol|6
1030792157141|2012-08-04T19:23:41.407+0000|14.192.50.165|Chrome|good|4
1030792157142|2012-08-04T17:07:54.397+0000|1.4.40.92|Chrome|right|5
1030792157143|2012-08-04T23:22:42.489+0000|192.100.158.95|Internet Explorer|maybe|5
1030792157144|2012-08-05T12:46:48.507+0000|85.159.30.82|Chrome|About Mel Blanc, try. At the time of his death, it was estimatAbout Lebanon, diversity. |88
1030792157145|2012-08-04T16:50:16.911+0000|101.50.94.220|Firefox|roflol|6
1030792157146|2012-08-04T18:49:06.886+0000|14.103.173.183|Internet Explorer|LOL|3
1030792157147|2012-08-06T06:06:30.138+0000|148.204.226.31|Chrome|no|2
1030792157148|2012-08-04T17:59:35.221+0000|61.16.136.118|Chrome|About Up on Cripple Creek,  drummer Levon Helm singing lead vocal. A live performance of Up on Cripple Creek appears in The Band's live concert|143
1030792157149|2012-08-04T16:50:03.428+0000|46.18.61.189|Opera|I see|5
1030792157150|2012-08-04T16:51:38.784+0000|31.170.121.115|Internet Explorer|good|4
1030792157190|2012-09-07T06:01:15.988+0000|61.247.235.24|Firefox|yes|3
1030792157191|2012-09-07T01:58:48.381+0000|192.100.158.95|Internet Explorer|About Muddy Waters,  He was a major inspiration for the BritisAbout Andy Ram, re k|82
1030792157192|2012-09-07T11:22:21.039+0000|101.50.94.220|Firefox|cool|4
1030792157193|2012-09-07T01:17:54.025+0000|31.170.121.115|Internet Explorer|LOL|3
1030792157194|2012-09-07T09:51:08.038+0000|91.191.192.127|Firefox|thx|3
1030792157195|2012-09-07T02:08:52.233+0000|46.18.61.189|Opera|no way!|7
1030792157196|2012-09-07T07:16:50.586+0000|197.220.203.36|Firefox|no way!|7
1030792157197|2012-09-07T21:01:47.876+0000|197.220.203.36|Firefox|About Louis IX of France,  the House of Capet, and the son of LouAbout Andy R|77
1030792157198|2012-09-07T02:28:11.186+0000|196.1.99.249|Internet Explorer|ok|2
1030792157199|2012-09-07T21:02:36.473+0000|180.222.139.188|Internet Explorer|About Louis IX of France, an Order formally affiliated Louis IX at the famous moAbout Andy Ram, ed by Fila for his attire. He attained his highest douAbout Leo |160
1030792157200|2012-09-07T23:31:07.534+0000|193.136.95.244|Firefox|maybe|5
1030792157201|2012-09-07T00:41:35.815+0000|49.213.50.238|Firefox|About Joan Crawford, ma Shearer and Greta Garbo. Crawford often played hardworking young|88
1030792157202|2012-09-08T01:56:02.618+0000|31.170.121.115|Internet Explorer|cool|4
1030792157203|2012-09-07T22:02:01.826+0000|1.4.40.92|Chrome|I see|5
1030792157204|2012-09-07T06:18:17.782+0000|49.213.50.238|Firefox|About Joni Mitchell,  as she explored jazz, melding it withAbout Andy Ram,|74
1030792157205|2012-09-07T18:15:31.014+0000|27.112.88.106|Internet Explorer|About Raining in My Heart, corded by Buddy Holly with the orchestral backing by Dick Jac|88
1030792157206|2012-09-07T01:58:58.901+0000|91.191.192.127|Firefox|no way!|7
893353203736|2012-04-14T16:38:03.575+0000|85.159.30.82|Chrome|About Andy Ram, ; together, they are known in Israel asAbout Into the Electr|76
893353203737|2012-04-14T16:38:15.583+0000|1.4.40.92|Chrome|About Disco Volante, t picks up inspirations from a wide varietAbout Into the Elec|82
893353203738|2012-04-14T22:25:57.299+0000|27.4.90.237|Internet Explorer|right|5
893353203739|2012-04-14T16:44:22.697+0000|31.192.109.124|Internet Explorer|About Andy Ram,  Erlich; together, they are known in IsraelAbout Louis XVIII of Fran|84
893353203740|2012-04-14T16:39:10.888+0000|117.53.155.216|Chrome|About Tunisia, consisting of particularly fertile soil and 1,300 kilometres (810 mi|83
893353203741|2012-04-14T20:08:52.915+0000|148.204.226.31|Chrome|thanks|6
893353203742|2012-04-15T16:32:34.508+0000|85.159.30.82|Chrome|no|2
893353203743|2012-04-14T17:07:59.030+0000|197.220.203.36|Firefox|About Salman Rushdie, riters since 1945. Since 200About Disco Volante, xes and sam|82
893353203744|2012-04-14T17:47:01.885+0000|46.21.0.249|Internet Explorer|yes|3
893353203745|2012-04-14T16:45:48.474+0000|59.185.71.114|Firefox|yes|3
893353203746|2012-04-14T18:09:58.186+0000|61.247.235.24|Firefox|LOL|3
893353203747|2012-04-15T15:28:17.461+0000|61.247.235.24|Firefox|About Tunisia, est country in North Africa. The south of tAbout I Can See Clearly Now|85
893353203748|2012-04-14T16:59:55.891+0000|1.4.40.92|Chrome|good|4
893353203749|2012-04-15T11:44:56.721+0000|101.96.12.162|Firefox|About Tunisia, y the Republic of Tunisia, is the northernmosAbout Hall of the Mountain G|88
893353203750|2012-04-15T14:10:17.146+0000|14.103.173.183|Internet Explorer|About Hall of the Mountain Grill,  Hawkwind, released in 1974. It is regAb|74
893353203751|2012-04-15T16:30:05.594+0000|46.18.61.189|Opera|cool|4
893353203752|2012-04-15T17:18:17.524+0000|61.16.136.118|Chrome|About Denmark,  ranked as the happiest and least corrupt About Tunisia, ia to the |82
893353203753|2012-04-15T13:55:18.521+0000|31.209.179.5|Firefox|LOL|3
893353203754|2012-04-15T14:57:15.571+0000|27.4.90.237|Internet Explorer|About Kelly Clarkson,  2003, Clarkson released her debut album, ThanAbout Andy Ram, bles f|90
893353203755|2012-04-14T19:52:38.067+0000|31.24.100.159|Firefox|right|5
824633727040|2012-01-21T20:31:19.195+0000|180.222.139.188|Internet Explorer|About Fidel Castro, Union in 1991, Castro led Cuba into its ecoAbout Andy Ram, s hig|84
824633727041|2012-01-21T10:30:04.656+0000|27.4.90.237|Internet Explorer|fine|4
824633727042|2012-01-21T22:29:14.570+0000|46.18.61.189|Firefox|good|4
824633727043|2012-01-21T11:46:56.958+0000|180.222.139.188|Internet Explorer|good|4
824633727044|2012-01-22T01:51:33.798+0000|46.18.61.189|Opera|great|5
824633727045|2012-01-21T22:44:28.151+0000|193.136.95.244|Firefox|About London Calling, me in 2003. London Calling was a top ten album in the UK, and its lead single London Calling was a top 20 single. It has sold over five million|165
824633727046|2012-01-22T03:12:50.977+0000|59.185.71.114|Firefox|good|4
824633727047|2012-01-22T07:37:43.124+0000|61.247.235.24|Firefox|fine|4
824633727048|2012-01-22T09:30:03.882+0000|1.2.2.77|Firefox|About Norway, nternational missions, notably in Afghanistan, Kosovo, Sudan and Lib|82
824633727049|2012-01-22T12:14:23.451+0000|193.136.95.244|Firefox|no way!|7
824633727050|2012-01-22T03:18:29.565+0000|61.16.136.118|Chrome|About North Borneo, er the sovereign North Borneo Chartered Company from 1882 to 1946.|86
824633727051|2012-01-22T19:11:28.086+0000|31.209.179.5|Firefox|About Norway, ctic Bouvet Island. Norway has a total area oAbout Kingdom of Hawaii,  Unit|89
824633727052|2012-01-22T01:50:18.480+0000|117.53.155.216|Chrome|About Andy Ram, onsored by Fila for his attire. He attaineAbout Love Is a Battlefi|82
824633727053|2012-01-23T02:01:14.628+0000|190.6.64.249|Chrome|fine|4
824633727054|2012-01-22T12:52:53.850+0000|193.136.95.244|Firefox|About Crown of Castile,  crowns of Castile and Aragon with the marriage of|74
824633727055|2012-01-21T21:07:47.481+0000|31.192.109.124|Internet Explorer|thanks|6
962072680529|2012-06-13T17:45:05.568+0000|46.21.0.249|Internet Explorer|duh|3
962072680530|2012-06-13T15:11:39.419+0000|197.220.203.36|Firefox|About Inca Empire, antinsuyu which can be translated as The Four Regions or The Four Unit|89
962072680531|2012-06-13T09:31:36.175+0000|59.185.71.114|Firefox|About Andy Ram, iors Grand Slam event (mixed doubles tiAbout Brokeback Mounta|77
962072680532|2012-06-13T14:21:21.738+0000|1.4.40.92|Chrome|About Andy Ram,  mostly with partner JonathAbout Dutty Rock, ll skits and the si|80
962072680533|2012-06-13T17:05:39.394+0000|61.247.235.24|Firefox|fine|4
962072680534|2012-06-13T15:37:01.079+0000|59.185.71.114|Firefox|good|4
962072680535|2012-06-14T03:14:28.856+0000|1.4.40.92|Chrome|thanks|6
962072680537|2012-06-03T21:11:36.647+0000|61.247.235.24|Firefox|About Raphael, seph of DamascAbout Manuel Noriega, tradition, he About Anne, Queen |83
962072680538|2012-06-03T21:11:46.928+0000|103.1.6.79|Internet Explorer|ok|2
962072680539|2012-06-03T03:37:21.746+0000|180.222.139.188|Internet Explorer|duh|3
962072680540|2012-06-03T22:04:07.855+0000|1.4.40.92|Chrome|About Anne, Queen of Great Britain, as succeeded bAbout Kanye West,  of the mo|78
962072680541|2012-06-04T00:30:04.876+0000|85.159.30.82|Chrome|good|4
962072680542|2012-06-04T01:42:26.111+0000|14.192.50.165|Chrome|About Raphael, mber 20, 1860 – FebruAbout Manuel Noriega, r Noriega to be extraAbout C. S. Lewis, he Church of Ireland About Anne, Queen of |140
962072680543|2012-06-03T18:10:14.610+0000|46.18.61.189|Opera|About Mick Jagger, ting in films, to mixedAbout Afghanistan, eat Game between the BrAbout |90
962072680544|2012-06-03T10:11:35.874+0000|1.2.2.77|Firefox|About Manuel Noriega, ormer Panamanian poliAbout Al Gore, sident of the United About Frank Lloyd Wright,|104
962072680545|2012-06-04T08:10:50.648+0000|31.24.100.159|Firefox|ok|2
962072680546|2012-06-04T03:14:46.109+0000|31.24.100.159|Firefox|no|2
962072680547|2012-06-04T13:53:25.290+0000|180.222.139.188|Internet Explorer|roflol|6
962072680548|2012-06-04T05:42:20.091+0000|85.159.30.82|Chrome|no|2
962072680549|2012-06-03T21:51:53.104+0000|1.2.2.77|Firefox|maybe|5
962072680551|2012-06-03T01:37:42.450+0000|31.192.109.124|Internet Explorer|yes|3
962072680553|2012-06-03T08:01:40.317+0000|31.24.100.159|Firefox|ok|2
962072680554|2012-06-04T02:51:07.732+0000|31.192.109.124|Internet Explorer|About Ovid, ter of the elegiac coAbout Manuel Noriega,  for murder in 1995 aAbout Nightfall in Middle-Earth,  a concept alb|123
962072680555|2012-06-03T05:39:23.342+0000|14.103.173.183|Internet Explorer|fine|4
962072680556|2012-06-03T05:49:47.713+0000|103.1.6.79|Internet Explorer|About Philip IV of Spain, so king of NapleAbout Socialist Federal Republic of |78
962072680557|2012-06-04T03:58:00.895+0000|31.24.100.159|Firefox|no|2
962072680558|2012-06-03T08:56:47.115+0000|14.192.50.165|Chrome|thanks|6
962072680559|2012-06-03T14:41:56.925+0000|27.4.90.237|Internet Explorer|About James Cook, n in adverse conditAbout Georgia on My Mind, w York by Hoagy CarAbout An|90
962072680560|2012-06-03T20:53:16.144+0000|31.192.109.124|Internet Explorer|no|2
962072680561|2012-06-03T12:38:37.940+0000|180.222.139.188|Internet Explorer|great|5
962072680562|2012-06-03T14:14:00.093+0000|61.247.235.24|Firefox|About Manuel Noriega, A conditional About Mickey Rooney, years activelyAbout L|78
962072680563|2012-06-03T23:25:14.657+0000|31.24.100.159|Firefox|About James Cook, alia and thAbout Matt Damon, play for thAbout Georgia on |75
962072680564|2012-06-04T02:58:44.358+0000|31.25.15.77|Firefox|About Manuel Noriega, invasion of PaAbout Jane Austen, s of sensibiliAbout Byzan|80
962072680565|2012-06-05T01:22:35.259+0000|14.103.173.183|Internet Explorer|roflol|6
962072680566|2012-06-03T14:05:00.639+0000|31.209.179.5|Firefox|About Plato, f general ideasAbout Philip IV of Spain, IV of Spain (SpAbout David Letterman, hich wa|99
962072680567|2012-06-03T09:35:30.119+0000|85.159.30.82|Chrome|About Reba McEntire, female artist in aAbout Socialist Federal Republic of Yugoslavia, |87
962072680568|2012-06-04T11:19:50.649+0000|193.136.95.244|Firefox|duh|3
962072680569|2012-06-05T02:12:49.409+0000|61.16.136.118|Chrome|yes|3
962072680570|2012-06-03T10:30:00.235+0000|101.96.12.162|Firefox|right|5
962072680572|2012-06-04T11:35:46.068+0000|27.4.90.237|Internet Explorer|right|5
962072680573|2012-06-04T05:37:09.149+0000|197.220.203.36|Firefox|fine|4
962072680574|2012-06-04T04:45:39.100+0000|61.247.235.24|Firefox|I see|5
962072680575|2012-06-04T18:09:23.026+0000|117.53.155.216|Chrome|About Zimbabwe, y of southern Africa. About Afghanistan, Following the Third AnAbout R|86
962072680576|2012-06-04T07:45:30.941+0000|31.209.179.5|Firefox|good|4
962072680577|2012-06-05T01:08:36.230+0000|193.136.95.244|Firefox|About Benito Mussolini, on after the start of the Allied invasiAbout My Ding|76
962072680578|2012-06-05T00:20:04.825+0000|148.204.226.31|Chrome|ok|2
962072680579|2012-06-05T01:09:17.763+0000|197.220.203.36|Firefox|About Benito Mussolini, aspiring to create a totalitarian state. About French Fi|80
962072680580|2012-06-05T00:47:23.678+0000|61.16.136.118|Chrome|good|4
962072680581|2012-06-05T05:51:24.058+0000|41.223.22.226|Chrome|About Silvio Berlusconi, fle, as happened with Berlusconi in 2005, About French Fi|82
962072680582|2012-06-05T03:32:28.020+0000|188.65.31.128|Firefox|thanks|6
962072680583|2012-06-05T01:28:40.889+0000|27.112.88.106|Internet Explorer|no way!|7
962072680584|2012-06-04T13:30:11.954+0000|180.222.139.188|Internet Explorer|roflol|6
962072680585|2012-06-05T01:18:28.579+0000|31.209.179.5|Firefox|no|2
962072680586|2012-06-04T19:38:37.844+0000|117.53.155.216|Chrome|thanks|6
962072680587|2012-06-05T03:01:56.869+0000|14.192.50.165|Chrome|roflol|6
962072680588|2012-06-04T07:47:37.615+0000|101.96.12.162|Firefox|right|5
962072680589|2012-06-04T08:59:29.579+0000|103.1.6.79|Internet Explorer|About African Union, nology is headed by Nagia Essayed DirectoratAbout Hadrian, gorous |87
824633727119|2012-01-30T18:51:12.913+0000|14.192.50.165|Chrome|duh|3
824633727120|2012-01-30T23:14:26.354+0000|61.247.235.24|Firefox|thanks|6
824633727121|2012-01-30T16:23:05.102+0000|197.220.203.36|Firefox|great|5
824633727122|2012-01-30T17:08:14.831+0000|197.220.203.36|Firefox|maybe|5
824633727123|2012-01-31T00:25:50.664+0000|59.185.71.114|Firefox|maybe|5
824633727124|2012-01-31T01:59:10.197+0000|1.4.40.92|Chrome|right|5
824633727125|2012-01-30T20:52:35.846+0000|197.220.203.36|Firefox|thanks|6
824633727126|2012-01-31T04:27:42.972+0000|46.18.61.189|Opera|I see|5
824633727127|2012-01-30T16:22:59.780+0000|46.21.0.249|Internet Explorer|I see|5
824633727128|2012-01-30T21:33:53.115+0000|61.247.235.24|Firefox|good|4
824633727129|2012-01-30T21:32:26.086+0000|14.103.173.183|Internet Explorer|right|5
824633727130|2012-01-31T12:30:14.202+0000|148.204.226.31|Chrome|I see|5
824633727131|2012-01-31T10:21:49.269+0000|85.159.30.82|Chrome|About Alexander Downer,  longest-servAbout Peter Paul Rubens, -Reformation |75
824633727132|2012-01-30T19:41:15.981+0000|46.18.61.189|Opera|About James Joyce, he Jesuit schoolsAbout Agatha Christie, longside another About Fi|84
824633727134|2012-01-30T20:35:49.686+0000|14.192.50.165|Chrome|About Alexander Downer, December 2007About Henry IV of France, of the most pAbout Patt|86
824633727135|2012-01-31T11:30:16.252+0000|148.204.226.31|Chrome|thanks|6
824633727136|2012-01-31T03:57:41.173+0000|197.220.203.36|Firefox|thx|3
962072680610|2012-06-03T14:57:25.400+0000|148.204.226.31|Chrome|About Jean-Paul Sartre, cal activist, biographAbout Dante Alighieri, talian poet, pros|86
962072680611|2012-06-03T17:36:19.690+0000|61.16.136.118|Chrome|yes|3
962072680612|2012-06-03T14:58:34.800+0000|117.53.155.216|Chrome|I see|5
962072680613|2012-06-03T19:26:43.501+0000|46.21.0.249|Internet Explorer|LOL|3
962072680614|2012-06-04T07:35:13.603+0000|79.141.112.189|Chrome|roflol|6
962072680615|2012-06-04T00:11:34.283+0000|31.24.100.159|Firefox|cool|4
962072680616|2012-06-03T14:58:25.241+0000|197.220.203.36|Firefox|ok|2
962072680617|2012-06-04T04:17:31.051+0000|101.96.12.162|Firefox|right|5
962072680618|2012-06-04T05:39:46.426+0000|1.4.40.92|Chrome|yes|3
962072680619|2012-06-03T13:14:47.162+0000|61.247.235.24|Firefox|ok|2
962072680620|2012-06-03T12:07:05.357+0000|193.136.95.244|Firefox|maybe|5
962072680621|2012-06-03T16:34:38.126+0000|61.247.235.24|Firefox|About Dante Alighieri,  a masterpiece of woAbout Latvia, d Lats (Ls). The co|76
962072680622|2012-06-04T16:26:41.180+0000|59.185.71.114|Firefox|About Felix Mendelssohn, e late 19th and early 20tAbout Joan Baez, ed with|74
962072680623|2012-06-03T23:18:04.943+0000|14.192.50.165|Chrome|roflol|6
962072680624|2012-06-03T13:22:39.316+0000|31.209.179.5|Firefox|right|5
962072680625|2012-06-04T01:27:49.936+0000|27.112.88.106|Internet Explorer|thanks|6
962072680626|2012-06-04T16:41:24.167+0000|180.222.139.188|Internet Explorer|About Noam Chomsky, t MIT, where he has worked fAbout Breaking the Law, and is re|81
824633727156|2012-01-30T16:14:47.547+0000|14.103.173.183|Internet Explorer|maybe|5
824633727157|2012-01-31T08:19:31.219+0000|180.222.139.188|Internet Explorer|I see|5
824633727158|2012-01-31T09:46:32.362+0000|14.103.173.183|Internet Explorer|no way!|7
824633727159|2012-01-30T23:14:54.124+0000|61.247.235.24|Firefox|good|4
824633727160|2012-01-31T08:56:48.425+0000|31.192.109.124|Internet Explorer|About P. G. Wodehouse, n with Jerome Kern and Guy BAbout Bill Clinton, blicans wo|81
